"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Leftover Capture Data","Info"
"2213","147.767015","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2215","147.791014","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2217","147.895017","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2219","147.959023","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2221","148.063013","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2227","149.135009","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2233","149.207011","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2235","149.279011","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2237","149.367010","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2239","149.431006","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2241","149.527008","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2243","149.575009","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2245","149.687005","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2251","150.638999","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2253","150.726999","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2259","151.230999","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2261","151.326996","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2263","151.951037","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2265","152.046993","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2271","152.431008","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2273","152.542990","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2275","152.574990","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2277","152.687008","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2279","152.710990","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"2281","152.807006","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2283","152.822988","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"2285","152.927006","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2287","153.063004","1.2.1","host","USB","72","0000181c00000000","0000181c00000000","URB_INTERRUPT in"
"2289","153.126984","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2291","153.143009","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2297","153.958980","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2299","154.078983","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2301","154.142982","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2307","154.238982","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2309","154.983002","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2311","155.094984","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2317","155.222976","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2319","155.343047","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2325","156.710992","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2327","156.822992","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2329","156.919037","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2331","157.030966","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2333","157.143039","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2335","157.151011","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2341","157.255027","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2343","157.382989","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"2345","157.503034","1.2.1","host","USB","72","0000060800000000","0000060800000000","URB_INTERRUPT in"
"2347","157.566994","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2349","157.615031","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2359","159.502969","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2361","159.598978","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2363","159.662951","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2365","159.750950","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2371","160.374965","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"2373","160.423023","1.2.1","host","USB","72","0000060800000000","0000060800000000","URB_INTERRUPT in"
"2375","160.478965","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2377","160.542971","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2379","160.591008","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2381","160.703004","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2383","160.727021","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2385","160.839010","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2395","162.567011","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2397","162.679011","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2399","162.830937","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2401","162.926931","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2403","163.158931","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"2409","163.286957","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2411","163.439007","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2413","163.535006","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2415","163.663001","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2417","163.782997","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2419","163.942998","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2421","164.022955","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2423","164.063001","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2429","164.199003","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2431","164.230936","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2433","164.326976","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2435","164.358990","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2437","164.462923","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2439","164.470929","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"2441","164.566986","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2447","165.286929","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2449","165.398938","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2451","165.422925","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2453","165.526918","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2455","165.726929","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"2457","165.822991","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2459","165.950950","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2461","166.054951","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2463","166.062933","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"2465","166.150983","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2471","166.190985","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"2473","166.286933","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2475","166.318955","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2477","166.406977","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2483","167.526982","1.2.1","host","USB","72","0000090000000000","0000090000000000","URB_INTERRUPT in"
"2485","167.614984","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2487","167.638983","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2489","167.734978","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2491","167.830920","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2493","167.926975","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2495","168.062996","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2497","168.158945","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2503","168.550901","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2505","168.630964","1.2.1","host","USB","72","0000070800000000","0000070800000000","URB_INTERRUPT in"
"2507","168.686978","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2509","168.742965","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2511","168.798968","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2513","168.878949","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2515","168.990972","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2517","169.094970","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2523","169.942968","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2525","170.038963","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2531","170.190919","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"2533","170.294961","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2535","170.302962","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2537","170.422937","1.2.1","host","USB","72","0000150800000000","0000150800000000","URB_INTERRUPT in"
"2539","170.470958","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2541","170.542919","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2543","170.566963","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2545","170.662909","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2547","170.894906","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2549","170.990889","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2551","171.094952","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2557","171.174896","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2559","171.190886","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2561","171.278955","1.2.1","host","USB","72","0000160800000000","0000160800000000","URB_INTERRUPT in"
"2563","171.318886","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2565","171.398920","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2567","171.582891","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2569","171.702967","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2571","172.022891","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2573","172.102955","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2575","172.150916","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2581","172.238955","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2583","172.342944","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2585","172.446895","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2587","172.462884","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2589","172.550877","1.2.1","host","USB","72","0000070800000000","0000070800000000","URB_INTERRUPT in"
"2591","172.606942","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2593","172.686926","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2595","172.766947","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2597","172.894879","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2599","172.942955","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2601","173.030879","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2623","177.614915","1.2.1","host","USB","72","0000210000000000","0000210000000000","URB_INTERRUPT in"
"2625","177.702868","1.2.1","host","USB","72","0000211f00000000","0000211f00000000","URB_INTERRUPT in"
"2627","177.766899","1.2.1","host","USB","72","00001f0000000000","00001f0000000000","URB_INTERRUPT in"
"2629","177.814914","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2631","177.854921","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2633","177.950931","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2635","178.046857","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2637","178.142889","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2643","178.214852","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2645","178.270898","1.2.1","host","USB","72","0000110700000000","0000110700000000","URB_INTERRUPT in"
"2647","178.310849","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"2649","178.374917","1.2.1","host","USB","72","0000070800000000","0000070800000000","URB_INTERRUPT in"
"2651","178.406851","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2653","178.478926","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2655","178.486863","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2657","178.606923","1.2.1","host","USB","72","0000152c00000000","0000152c00000000","URB_INTERRUPT in"
"2659","178.614860","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2661","178.702920","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2675","181.798900","1.2.1","host","USB","72","0000210000000000","0000210000000000","URB_INTERRUPT in"
"2677","181.878906","1.2.1","host","USB","72","0000211f00000000","0000211f00000000","URB_INTERRUPT in"
"2679","181.926905","1.2.1","host","USB","72","00001f0000000000","00001f0000000000","URB_INTERRUPT in"
"2681","181.982880","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2683","182.014848","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2685","182.110866","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2691","182.358831","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"2693","182.454830","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2695","182.486862","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"2697","182.598894","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2699","182.886841","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2701","182.990828","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2703","183.110839","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"2709","183.198823","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2711","183.366897","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2713","183.470825","1.2.1","host","USB","72","0000110c00000000","0000110c00000000","URB_INTERRUPT in"
"2715","183.518847","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"2717","183.606888","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2723","184.934825","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2725","185.030823","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2731","185.230876","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"2733","185.334876","1.2.1","host","USB","72","0000170b00000000","0000170b00000000","URB_INTERRUPT in"
"2735","185.342820","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"2737","185.438846","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2739","185.446812","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2741","185.526877","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"2743","185.550810","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2745","185.614886","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2747","185.702841","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"2749","185.806884","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2751","185.814842","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2753","185.902854","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2755","186.006879","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"2757","186.094870","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2763","186.206841","1.2.1","host","USB","72","0000130000000000","0000130000000000","URB_INTERRUPT in"
"2765","186.318875","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2767","186.326808","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"2769","186.414840","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2771","186.838808","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2773","186.910817","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2779","187.806870","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2781","187.926873","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2787","188.414791","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2789","188.494797","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2791","188.942808","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"2793","189.054853","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2795","189.126869","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2801","189.190783","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2803","189.942858","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2805","190.046813","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2811","190.542816","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2813","190.654853","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2815","190.806848","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2817","190.862843","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2819","190.918856","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2821","191.054787","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2823","191.062796","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2825","191.174781","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2831","191.206840","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2833","191.310840","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2843","193.502828","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"2845","193.630799","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2851","194.758763","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"2853","194.854791","1.2.1","host","USB","72","00000f1c00000000","00000f1c00000000","URB_INTERRUPT in"
"2855","194.870756","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"2857","194.990828","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2859","195.022830","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2861","195.126831","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2875","197.510806","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2877","197.590747","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2879","197.662776","1.2.1","host","USB","72","0000130000000000","0000130000000000","URB_INTERRUPT in"
"2881","197.758814","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2883","197.822778","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2885","197.910813","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2887","198.006812","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2889","198.118784","1.2.1","host","USB","72","0000150400000000","0000150400000000","URB_INTERRUPT in"
"2891","198.134753","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"2897","198.222819","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2899","198.694808","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"2901","198.854806","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2903","198.910809","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2905","199.022804","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2911","199.902798","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"2913","200.006803","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2923","201.806800","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2925","201.902732","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2931","202.718784","1.2.1","host","USB","72","0000090000000000","0000090000000000","URB_INTERRUPT in"
"2933","202.806719","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2935","202.822738","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"2937","202.878783","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2943","203.606787","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"2945","203.694791","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2947","203.854746","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"2949","203.950788","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2951","204.086770","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"2953","204.198776","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2959","204.222710","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2961","204.342777","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2963","204.350783","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"2965","204.438783","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2975","206.422767","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"2977","206.518764","1.2.1","host","USB","72","0000051500000000","0000051500000000","URB_INTERRUPT in"
"2979","206.526720","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"2981","206.606693","1.2.1","host","USB","72","0000150400000000","0000150400000000","URB_INTERRUPT in"
"2983","206.654725","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"2985","206.662771","1.2.1","host","USB","72","0000041100000000","0000041100000000","URB_INTERRUPT in"
"2987","206.694729","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"2989","206.766762","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2991","206.774734","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"2993","206.846698","1.2.1","host","USB","72","0000060800000000","0000060800000000","URB_INTERRUPT in"
"2995","206.910706","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"2997","206.974769","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"2999","207.166761","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"3005","207.278765","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"3007","207.502758","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"3009","207.590766","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"3015","208.486683","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"3017","208.614731","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"3019","208.694708","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
